id,text,label,language,original
688763099298529280,俄勒冈州国内恐怖分子正在认真破坏公共财产 URL URL,non-rumor,Chinese,oregon domestic terrorists now destroying public property in earnest URL URL
724320681517670400,"340,000 人承诺抵制变性人如厕政策 URL URL",unverified,Chinese,"340,000 pledge to boycott target over transgender bathroom policy URL URL"
691564354567798784,explorer henry worsley dies after suffering exhaustion and dehydration during solo antarctic crossing attempt URL,non-rumor,English,explorer henry worsley dies after suffering exhaustion and dehydration during solo antarctic crossing attempt URL
524928119955013632,"पुलिस का कहना है कि उन्हें #ओटावा गोलीबारी के संदिग्ध की कार मिल गई है। युद्ध स्मारक पर वर्दीधारी सैनिक को गोली मारी गई, स्थिति अज्ञात।",TRUE,Hindi,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown."
524998384357486592,渥太华的加拿大政府办公室在武装袭击后被封锁： URL URL,TRUE,Chinese,canadian government offices are locked down in ottawa after an armed attack: URL URL
714998347111669760,हमें रंग के लोगों को प्रभावित करने वाले राजनीतिक हाशिए और संस्थागत नस्लवाद को संबोधित करना चाहिए। मेरी योजना पढ़ें: URL,unverified,Hindi,we must address the political marginalization and institutional racism affecting people of color. read my plan: URL
542860306603868160,"यह जानना बहुत उपयोगी है कि न केवल डौश हार्वर्ड प्रोफेसर बेन एडेलमैन नस्लवादी थे, बल्कि उनके छात्र भी नस्लवादी थे==> यूआरएल",FALSE,Hindi,"very helpful to know that not only was douche harvard prof ben edelman a racist, but his students were, too==> URL"
693083689098477568,कैम न्यूटन और स्टीफ़ करी में उत्तरी कैरोलिना की तुलना में अधिक समानताएं हैं। यहाँ प्रमाण है: यूआरएल यूआरएल,non-rumor,Hindi,cam newton and steph curry have more in common than just north carolina. here's proof: URL URL
407232661107642368,让我们爱上保罗·沃克的五个电影角色 URL #rippaulwalker URL,TRUE,Chinese,the five movie roles that made us fall in love with paul walker URL #rippaulwalker URL
527131140721623040,कथित तौर पर कोबेन प्रतिरोध के लिए पोस्टर गर्ल का सिर कलम कर दिया गया। बीमार करने वाला. यूआरएल #रेहाना #कोबेन यूआरएल,unverified,Hindi,poster girl for kobane resistance reportedly beheaded. sickening. URL #rehana #kobane URL
551128385850601472,"""द बेवर्ली हिलबिलीज़"" में एली मे क्लैम्पेट की भूमिका के लिए मशहूर डोना डगलस का निधन। यूआरएल यूआरएल",TRUE,Hindi,"donna douglas, known for role as elly may clampett on ""the beverly hillbillies,"" dies. URL URL"
532275347413544961,Sugarhill 帮的大银行汉克去世，享年 57 URL URL,TRUE,Chinese,sugarhill gang's big bank hank dies at 57 URL URL
552848620375261184,प्रत्यक्षदर्शियों का कहना है कि चार्ली हेब्दो के बंदूकधारियों ने खुद को अल-कायदा का सदस्य बताया: यूआरएल यूआरएल,unverified,Hindi,witnesses say the charlie hebdo gunmen identified themselves as members of al-qaida: URL URL
525291306000846848,this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL,TRUE,English,this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL
524932056560963584,"breaking: at least 20 shots have been fired in the canadian parliament in ottawa, according to witnesses.",unverified,English,"breaking: at least 20 shots have been fired in the canadian parliament in ottawa, according to witnesses."
693926742814281729,डच ट्यूलिप फ़ील्ड की ये हवाई तस्वीरें शानदार यूआरएल हैं,non-rumor,Hindi,these aerial photos of dutch tulip fields are stunning URL URL
514478918636535808,portland cops complete delivery after pizza hut driver injured in crash URL URL,TRUE,English,portland cops complete delivery after pizza hut driver injured in crash URL URL
387236601450864641,"व्हाइट हाउस #शटडाउन यूआरएल, लेकिन उसे सैंडविच मिलने पर अलर्ट पोस्ट कर रहे हैं। यूआरएल",FALSE,Hindi,"white house #shutdown URL , but are posting alerts on him getting a sandwich. URL"
693079616072880128,"i'm sorry, but i can't do anything today because i'll be watching #pillowtalk on repeat: URL URL",non-rumor,English,"i'm sorry, but i can't do anything today because i'll be watching #pillowtalk on repeat: URL URL"
553190393370923008,强大的形象，是的。但它是由 @lucilleclerc 绘制的，而不是班克斯绘制的。详细信息：URL #charliehebdo URL,FALSE,Chinese,"powerful image, yes. but it was drawn by @lucilleclerc, not by banksy. details: URL #charliehebdo URL"
547670441754914816,हमें इस तथ्य के बारे में बात करने की ज़रूरत है कि टेलेटुबी सन बेबी अब 19 साल का है: यूआरएल,unverified,Hindi,we need to talk about the fact that the teletubby sun baby is 19 years old now: URL
510922415468449792,可怕的MT@scclemons：英国援助工作者大卫·海恩斯被#isis斩首，请记住这个伟人，而不是像isis想要的那样 URL,TRUE,Chinese,awful mt @scclemons:uk aid worker david haines beheaded by #isis remember this great man this way not as isis wants URL
742571519105077248,"यह देखते हुए कि #ऑरलैंडो शूटर एक पंजीकृत डेमोक्रेट था, मैं इन्हें वापस यहीं रखना चाहूंगा: यूआरएल",unverified,Hindi,considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL
650952376954650629,pathetic little twat can’t wait to argue over 5p bag charge URL URL,unverified,English,pathetic little twat can’t wait to argue over 5p bag charge URL URL
687630364936957952,rip alan rickman，他给了我们恶棍以支持 URL URL,non-rumor,Chinese,"rip alan rickman, who gave us villains to root for URL URL"
576513463738109954,पुतिन अस्वस्थ होने और तख्तापलट के खतरे के दावों के बीच टीवी पर फिर दिखे यूआरएल यूआरएल,unverified,Hindi,putin reappears on tv amid claims he is unwell and under threat of coup URL URL
538900739880665088,अफगान महिला ने गांव को बचाने के लिए अपने मृत बेटे की बंदूक उठाई और 25 तालिबान आतंकवादियों को मारने में मदद की यूआरएल यूआरएल,unverified,Hindi,afghan woman picked up her dead son's gun and helped kill 25 taliban militants to save village URL URL
407173794583695360,保罗·沃克组织和参与国际救灾任务的真正令人钦佩的历史：URL,TRUE,Chinese,paul walker's genuinely admirable history of organizing & participating in international disaster relief missions: URL
515538937058971648,"अद्यतन: संदिग्ध की तस्वीर, एल्टन नोलेन, मूर, ओक्ला में। सिर कलम कर रिहा कर दिया. यूआरएल यूआरएल",TRUE,Hindi,"update: photo of suspect, alton nolen, in moore, okla. beheading released. URL URL"
356297080169447425,ओबामा ने जॉर्ज ज़िम्मरमैन के ख़िलाफ़ संघीय आरोप दायर किए 🙌🙌🙌 वह मेरे राष्ट्रपति हैं! yaasssss 🙏 प्रभु की स्तुति करो।,FALSE,Hindi,obama files federal charges against george zimmerman 🙌🙌🙌 that's myyyyyyy president! yaassssss 🙏 praise the lord.
766989078294306816,报告：越来越多的美国五年级学生在上中学之前利用间隔年来放松 URL URL,non-rumor,Chinese,report: more american fifth-graders taking gap year to unwind before middle school URL URL
514429381737852929,some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins,FALSE,English,some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins
407217471473451008,"पॉल वॉकर की मौत और अधिक विडंबनापूर्ण होती जा रही है... ड्राइवर, रोजर रोडस, एक पूर्व रेसकार ड्राइवर था #rip URL",TRUE,Hindi,"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL"
691976624665919488,a rare white giraffe has been spotted in tanzania... perhaps the only one in the world. URL URL,non-rumor,English,a rare white giraffe has been spotted in tanzania... perhaps the only one in the world. URL URL
536962520477470720,乐高写给 20 世纪 70 年代父母的那封有力的信？这是真实的 URL URL,TRUE,Chinese,that powerful letter from lego to parents from the 1970s? it's real URL URL
525088864416043008,"ओटावा में वह एक लंबा, काला दिन था। हमले की समयरेखा: यूआरएल #ओटावाशूटिंग यूआरएल",TRUE,Hindi,"it was a long, dark day in ottawa. a timeline of the attack: URL #ottawashooting URL"
742678930516123650,gay muslim democrat terrorist threatened to kill his classmates. when he was 10. but nra or something. URL,unverified,English,gay muslim democrat terrorist threatened to kill his classmates. when he was 10. but nra or something. URL
500381163866062848,report: #ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 URL,unverified,English,report: #ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 URL
377002232257855488,जे.के. राउलिंग 8वीं हैरी पॉटर किताब पर काम कर रही हैं।,FALSE,Hindi,j.k. rowling is working on an 8th harry potter book.
514395350615203841,reporter charlo green quit on air to start a marijuana business URL will quitting on tv pay off? URL,TRUE,English,reporter charlo green quit on air to start a marijuana business URL will quitting on tv pay off? URL
519929168864497664,"""@कॉम्प्लेक्समैग: किसी ने 2.4 मिलियन डॉलर की बुगाटी वेरॉन पर एक लिंग पर स्प्रे पेंट किया: यूआरएल यूआरएल"" प्रसिद्ध",FALSE,Hindi,“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary
387050178932654080,"obama has taken down amber alert website during shutdown, but michelle's let's move site is still up. at least missing kids won't be thirsty",FALSE,English,"obama has taken down amber alert website during shutdown, but michelle's let's move site is still up. at least missing kids won't be thirsty"
528242965915779072,在有报道称这是一名真正的自杀受害者后，官员们拿走了这个万圣节装饰品。 2003 网址,TRUE,Chinese,officials took away this halloween decoration after reports of it being a real suicide victim. 2003 URL
689798164287741953,"suspected suicide car bomb blast near russian embassy in afghan capital, kabul - reports URL",non-rumor,English,"suspected suicide car bomb blast near russian embassy in afghan capital, kabul - reports URL"
524924619812511746,गवाह ने #cbcnews को बताया कि #ओटावा के युद्ध स्मारक पर वर्दीधारी सैनिक का संदिग्ध हमलावर राइफल ले जा रहा था।,unverified,Hindi,witness tells #cbcnews suspected shooter of uniformed soldier at #ottawa's war memorial was carrying rifle.
761381302260031489,生日快乐，@potus！网址,non-rumor,Chinese,"happy birthday, @potus! URL"
532319110458118144,员工称经理禁止福乐鸡使用俚语。网址 网址,FALSE,Chinese,employee says manager bans slang at chick-fil-a. URL URL
706933939953344514,bernie sanders speaking about institutional racism 👏🏽🙌🏽 URL,unverified,English,bernie sanders speaking about institutional racism 👏🏽🙌🏽 URL
692190570140340229,"ब्रिटेन की जोहाना कोंटा ने मेलबोर्न में झांग शुआई को 6-4, 6-1 से हराकर ऑस्ट्रेलियन ओपन के सेमीफाइनल में जगह बनाई।",non-rumor,Hindi,britain's johanna konta clinches australian open semi-final place by beating zhang shuai 6-4 6-1 in melbourne URL
554655549896159233,बस दिल तोड़ने वाला. फ्रांस के पुलिस कमिश्नर ने चार्ली हेब्दो के शोक संतप्तों से मिलने के बाद आत्महत्या कर ली। यूआरएल,FALSE,Hindi,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. URL
524178388282802176,"no, banksy hasn’t actually been arrested URL URL",FALSE,English,"no, banksy hasn’t actually been arrested URL URL"
407163869673443328,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.,TRUE,English,woke up to news of paul walker's death and a train derailment in the bronx that left at least 4 dead. have to remember how lucky we can be.
692838349036326912,"when you spend the whole day thinking it's friday, but it's not... URL",non-rumor,English,"when you spend the whole day thinking it's friday, but it's not... URL"
407218583135997953,安息吧罗杰·罗达斯，那个和保罗·沃克一起死去的人。他也是人 URL,TRUE,Chinese,"r.i.p. to roger rodas, the guy that died with paul walker. he's human too URL"
500303431928922113,"अनुस्मारक: डकैती को भूल जाओ, छोटी-मोटी लूटपाट को भूल जाओ। पत्रकारों पर #फर्ग्यूसन पर स्नाइपर राइफलें तानने वाली सैन्यीकृत पुलिस को कुछ भी उचित नहीं ठहराया जा सकता",unverified,Hindi,"reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists #ferguson"
536547921542791170,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,TRUE,English,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL
428366153149194240,#obamacare 很快就会要求你将 rfid 芯片植入你的皮肤来监控和追踪你。,FALSE,Chinese,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.
570405783306944514,"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL",FALSE,English,"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL"
534278078105944064,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",FALSE,English,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL"
518870005677826050,हेवलेट-पैकार्ड पीसी और प्रिंटर व्यवसाय को कॉर्पोरेट हार्डवेयर और सेवाओं से विभाजित करेगा: URL $hpq URL,TRUE,Hindi,hewlett-packard to split pc and printer business from corporate hardware and services: URL $hpq URL
688502260779843587,कार्रवाई में अमेरिकी नेतृत्व: परमाणु हथियार के लिए ईरान के चार रास्ते अब अवरुद्ध हो गए हैं। #irandeal यूआरएल,non-rumor,Hindi,american leadership in action: iran's four pathways to a nuclear weapon have now been blocked. #irandeal URL
693866093123915776,官员：博科圣地在尼日利亚活活烧死儿童，造成 86 人死亡：URL,non-rumor,Chinese,"officials: boko haram burns kids alive in nigeria, kill 86 people: URL"
692031224227958789,सैन डिएगो नेवी मेडिकल सेंटर यूआरएल पर एक सक्रिय बंदूकधारी की रिपोर्ट,non-rumor,Hindi,reports of an active gunman at san diego navy medical centre URL
407258075502899200,这是在保罗·沃克事故中丧生的司机。不要因为他不出名就忘记他。网址,TRUE,Chinese,this is the driver that died in the accident with paul walker. don't forget about him just because he's not famous. URL
265953285247209472,डीप-फ्राइड लेफ्ट विंग्स डेमो-क्रैब केक बराक-अमोल और चिप्स मालिया क्वेसाडिलस हवाईयन पिज्जा स्लॉपी जो बिडेंस ओबामाकेयर-रॉट केक,FALSE,Hindi,deep-fried left wings demo-crab cakes barack-amole & chips malia quesadillas hawaiian pizza sloppy joe bidens obamacare-rot cake
692217618778972161,पुलिस का कहना है कि सिएटल क्षेत्र के बेघर शिविर में 2 लोगों की मौत हो गई और 3 घायल हो गए। गोली चलाने वाला फरार है. यूआरएल,non-rumor,Hindi,"2 people killed & 3 hurt at seattle area homeless encampment, police say. the shooter is at large. URL"
693487871806689280,"doctor of ""concussion"" fame willing to ""bet my medical license"" that o.j. simpson has cte: URL URL",non-rumor,English,"doctor of ""concussion"" fame willing to ""bet my medical license"" that o.j. simpson has cte: URL URL"
501760566160289794,弗格森一夜之间逮捕了 78 人，是当局报告总数的两倍多 URL URL,FALSE,Chinese,"78 were arrested overnight in ferguson, more than double the total reported by authorities URL URL"
760120409429643266,pray for parents and school leadership to have wisdom to refuse these after school satan clubs! URL,unverified,English,pray for parents and school leadership to have wisdom to refuse these after school satan clubs! URL
743058135300988932,"तो अब हम जानते हैं, ऑरलैंडो शूटर एक समलैंगिक, मुस्लिम, पंजीकृत डेमोक्रेट था। इसमें कोई आश्चर्य नहीं कि उदारवादी बंदूक को दोष देने की कोशिश कर रहे हैं। #ऑरलैंडोशूटिंग",unverified,Hindi,"so now we know, orlando shooter was a gay, muslim, registered democrat. no wonder liberals are trying to blame the gun. #orlandoshooting"
524983325275197440,#rcmp 关于 #ottawa 枪击事件的新闻发布会预计将立即开始。观看直播@URL,TRUE,Chinese,#rcmp news conference on #ottawa shootings expected to begin momentarily. watch live @ URL
766358933296517121,"american swimmers who claimed that they were robbed in rio should apologize to residents, brazilian police said. URL",non-rumor,English,"american swimmers who claimed that they were robbed in rio should apologize to residents, brazilian police said. URL"
692925163994796033,home. URL,non-rumor,English,home. URL
688110059553861634,यहाँ @potus रास्ते में मिलने वाले लोगों की याद दिलाने के लिए अपनी जेब में रखता है। #यूट्यूबआस्कसोबामा यूआरएल,non-rumor,Hindi,here's what @potus keeps in his pockets to remind himself of the people he meets along the way. #youtubeasksobama URL
687766167558164481,"कैटिलिन जेनर ने ब्रूस की मृत्यु पर शोक व्यक्त किया: ""शायद वह जाने के लायक नहीं था।"" यूआरएल यूआरएल",non-rumor,Hindi,"caitlyn jenner mourns the loss of bruce: ""maybe he didn't deserve to be gone."" URL URL"
518665533089406976,#mexico mass grave discovered after student protesters go missing URL URL,FALSE,English,#mexico mass grave discovered after student protesters go missing URL URL
532197572698320896,शुगरहिल गिरोह के बड़े बैंक हैंक की मृत्यु - कैंसर यूआरएल से 57 वर्ष की आयु में मृत्यु,TRUE,Hindi,sugarhill gang's big bank hank dies -- dead at 57 from cancer URL
693622130735484929,"saudi prince takes on trump on twitter: ""i bailed you out twice"" URL URL",non-rumor,English,"saudi prince takes on trump on twitter: ""i bailed you out twice"" URL URL"
509077805296914432,#टेक्सास में आज #मुस्लिम को बॉडी आर्मर यूआरएल पर #आईएसआईएस झंडे के साथ गिरफ्तार किया गया,FALSE,Hindi,#muslim arrested in #texas today with #isis flag on body armor URL
489970164469751808,当前乘客国籍细分 - 来自 @theage @smh #mh17 URL URL,FALSE,Chinese,current passenger breakdown by nationality - via @theage @smh #mh17 URL URL
691327238353129472,congress allocates $90 million to protect remaining eagles members URL URL,non-rumor,English,congress allocates $90 million to protect remaining eagles members URL URL
693821069879160832,"from @otlonespn: baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: URL",non-rumor,English,"from @otlonespn: baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: URL"
693509689418588160,what was your favorite moment from this week's #teenwolf? watch + let me know: URL URL,non-rumor,English,what was your favorite moment from this week's #teenwolf? watch + let me know: URL URL
522654603675176960,मकड़ी मनुष्य के अपेंडिक्स के निशान में छेद कर देती है और उसकी त्वचा के नीचे रेंगती है,unverified,Hindi,spider burrows through man's appendix scar and crawls under his skin URL URL
692099058811453440,ऐप्पल ने उत्पाद के 2007 लॉन्च यूआरएल के बाद से आईफोन की बिक्री में सबसे धीमी वृद्धि दर्ज की है,non-rumor,Hindi,apple reports slowest iphone sales growth since product's 2007 launch URL
407244865018155008,我不敢相信人们将保罗·沃克的死与《恶搞之家》中的布莱恩之死进行比较。可见人们是多么的愚蠢和无知。,TRUE,Chinese,i can't belive people are comparing paul walker's death to brian from family guy. shows how stupid and ignorant people are.
407169885345943552,पॉल वॉकर के साथ मरने वाले ड्राइवर को अश्रुपूर्ण श्रद्धांजलि जिसकी किसी को परवाह नहीं थी क्योंकि वह प्रसिद्ध नहीं था,TRUE,Hindi,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous
501785003144273921,एनबीसी: गिरफ्तारी रिकॉर्ड से पता चलता है कि #फर्ग्यूसन पुलिस ने पिछली रात अपने मूल दावे से दोगुने लोगों को जेल भेजा। यूआरएल,FALSE,Hindi,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL
674713782778654721,#सेरेस को भोर के अंतरिक्ष यान द्वारा पकड़ लिया गया। उन चमकीले धब्बों की जाँच करें! वीडियो: यूआरएल यूआरएल,non-rumor,Hindi,#ceres captured by dawn spacecraft. check out those bright spots! video: URL URL
515598200796090369,#workplace 英雄开枪#altonnolen #stabbings #beheading 先于毒品/追捕，最近激进皈依#judicialgrinds URL,TRUE,Chinese,"#workplace hero shoots #altonnolen #stabbings #beheading priors drugs/manhunt, recent radical convert #judicialgrinds URL"
692746621218656258,update - french media: 28-year-old man carrying two guns arrested at #eurodisney near #paris was carrying box of bullets & copy of the koran,non-rumor,English,update - french media: 28-year-old man carrying two guns arrested at #eurodisney near #paris was carrying box of bullets & copy of the koran
763428684850094080,突发视频：希拉里代理人呼吁暗杀朱利安·阿桑奇。网址,unverified,Chinese,breaking video : hillary surrogate calls for the assassination of julian assange. URL
692707593991643136,突发新闻：美国检测到朝鲜的活动表明有太空发射计划,non-rumor,Chinese,breaking news: u.s. detects activity in north korea suggesting plans toward space launch
500281131057811456,"ब्रेकिंग न्यूज़: प्रेस को जारी किए गए दस्तावेज़ों के अनुसार, #माइकब्राउन पहले की डकैती #फर्ग्यूसन यूआरएल से जुड़ा था",unverified,Hindi,"breaking news: according to documents released to the press, #mikebrown was connected to an earlier robbery #ferguson URL"
650975967146602496,यूके • 5p प्लास्टिक बैग चार्ज को लेकर आपका घबराना सही है। जब उन्होंने कैलिफ़ोर्निया में इसे लागू किया तो सड़कें खून से लाल हो गईं।,unverified,Hindi,uk • you're right to be nervous about the 5p plastic bag charge. when they implemented this in california the streets ran red with blood.
565999191982616577,让我们的朋友知道，南卡罗来纳州的一位州参议员表示“女性是一块较小的肉”#chewonthis URL,TRUE,Chinese,"let's let our friends know that a state senator in south carolina stated ""women are a lesser cut of meat"" #chewonthis URL"
684488313512800256,दिन की तस्वीरें यूआरएल यूआरएल,non-rumor,Hindi,photos of the day URL URL
407198615137181696,आर.आई.पी. रोजर रोडास वह आदमी जो पॉल वॉकर के साथ मर गया जिसके बारे में हर कोई भूल गया.. #रिप्पॉलवॉकर #रिप्रोजेरोडास यूआरएल,TRUE,Hindi,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL
553550301886955520,"breaking: one person seriously wounded, six taken hostage in incident at kosher supermarket in paris: police source",unverified,English,"breaking: one person seriously wounded, six taken hostage in incident at kosher supermarket in paris: police source"
553212962044149761,"पेरिस का कहना है कि उच्चतम चेतावनी का स्तर उत्तर में उस क्षेत्र तक बढ़ा दिया गया है जहां हमले के संदिग्ध देखे गए थे - @afp, @melissabellf24 URL",unverified,Hindi,"paris says highest alert level extended north to region where attack suspects spotted - @afp, @melissabellf24 URL"
528976109518721024,奥巴马宣称全职妈妈一文不值；说这是一个选择“我们不希望美国人... URL”,FALSE,Chinese,obama declares stay-at-home moms aren't worth a hill of beans; says it's a choice 'we don't want americans to... URL
727623131494387714,क्लिंटन अभियान ने हार्ड ड्राइव को नष्ट करने वाली कंपनी को भुगतान किया 🤔 14 हार्ड ड्राइव को नष्ट किया @hillaryclinton ⁉️ URL,unverified,Hindi,clinton campaign made payments to hard drive destruction company 🤔 destruction of 14 hard drives @hillaryclinton ⁉️ URL
692692529779707904,"the @who sets up zika ""emergency team"" after ""explosive"" spread of the virus URL URL",non-rumor,English,"the @who sets up zika ""emergency team"" after ""explosive"" spread of the virus URL URL"
407292452060815360,保罗·沃克不幸去世后，@fastfurious 电影的未来是什么？网址#rippaulwalker,TRUE,Chinese,"in the wake of paul walker's tragic death, what's the future of the @fastfurious movies? URL #rippaulwalker"
318263294098030593,a photo of black nurses saving the life of a kkk member. URL,FALSE,English,a photo of black nurses saving the life of a kkk member. URL
693686290408181760,आज के कार्य जगत को निरंतर विकास और सीखने की आवश्यकता है। यहां यह तय करने की एक प्रक्रिया है कि आगे किस कौशल पर काम करना है: यूआरएल,non-rumor,Hindi,today’s work world requires continuous growth and learning. here's a process to decide what skill to work on next: URL
524176293450223616,बैंकी को गिरफ्तार नहीं किया गया है: इंटरनेट धोखाधड़ी की रिपोर्ट में फंस गया है: यूआरएल यूआरएल,FALSE,Hindi,banksy has not been arrested: internet falls for hoax report: URL URL
766719302401613825,巴尔的摩，一只狗在保护 8 个月大女婴免受房屋火灾后死亡 URL URL,non-rumor,Chinese,dog dies after protecting 8-month-old baby girl from house fire in baltimore URL URL
707420972173955072,奥巴马跳过南希·里根的葬礼参加 sxsw URL URL,unverified,Chinese,obama skipping nancy reagan's funeral to attend sxsw URL URL
516377014790782977,"protestors in hong kong mimicking the ""hands up, don't shoot"" of ferguson demonstrations (alex ogle/getty) URL",unverified,English,"protestors in hong kong mimicking the ""hands up, don't shoot"" of ferguson demonstrations (alex ogle/getty) URL"
504448356584677377,NHL 扩张 – 2017 年增加四支球队，魁北克城、多伦多、西雅图和拉斯维加斯 1.4 亿美元扩张费,FALSE,Chinese,"nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees"
554722567224049664,沙特神职人员宣称堆雪人是“反伊斯兰”（照片、视频） URL URL,TRUE,Chinese,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL"
525408908484280321,राष्ट्रीय युद्ध स्मारक पर मारे गए कनाडाई रिज़र्विस्ट के कुत्ते उसके घर लौटने का इंतज़ार कर रहे हैं यूआरएल यूआरएल,TRUE,Hindi,dogs of canadian reservist killed at national war memorial wait for him to return home URL URL
688520025754304512,感谢 #irandeal，伊朗制造核武器的四种途径已被封锁 → URL URL,non-rumor,Chinese,"thanks to the #irandeal, iran's four pathways to a nuclear weapon have been blocked → URL URL"
707405809181917184,"बैचमैन: नैन्सी रीगन के अंतिम संस्कार के यूआरएल को गायब करने के लिए ओबामा ""क्लासलेस"" हैं",unverified,Hindi,"bachmann: obama ""classless"" for missing nancy reagan’s funeral URL URL"
80080680482123777,严重地？麦当劳的种族主义标志显然是一个骗局 - URL,FALSE,Chinese,seriously? racist mcdonald’s sign is obviously a hoax - URL
716451800581279744,"it's official, @berniesanders actually won nevada today. came down to 2 factors. 1. enthusiasm 2. organization URL",unverified,English,"it's official, @berniesanders actually won nevada today. came down to 2 factors. 1. enthusiasm 2. organization URL"
507918114567499776,青年党领导人艾哈迈德·阿卜迪·戈丹周一在美国被杀五角大楼称，索马里遭受空袭。网址,TRUE,Chinese,"al-shabaab leader ahmed abdi godane killed in monday's u.s. airstrike in somalia, pentagon says. URL"
571052823665704960,क्या आपने ओबामा और आईएसआईएस हत्यारे के बीच समान मुस्लिम कट्टरपंथी आतंकवादी हाथ का इशारा देखा है ???? #tcot @carमाइनज़ोज़ोरा यूआरएल,FALSE,Hindi,do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL
532199717594497024,no baes allowed: a chick-fil-a manager bans 22 hip words URL URL,FALSE,English,no baes allowed: a chick-fil-a manager bans 22 hip words URL URL
524757333608394752,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL,TRUE,English,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL
553549686129561600,अपडेट: कोषेर किराना स्टोर में बंदूकधारी #चार्लीहेब्दो गोलीबारी के संदिग्धों की रिहाई की मांग कर रहा है - रिपोर्ट यूआरएल,unverified,Hindi,update: gunman in kosher grocery store is demanding the release of the suspects in #charliehebdo shooting - reports URL
516435293235183617,香港抗议者与弗格森“举起手来不要开枪”之间没有联系 URL URL,unverified,Chinese,no connection between hong kong protesters and ferguson “hands up don’t shoot” URL URL
537377960471166976,"आप सब, मैंने अभी पढ़ा कि एबीसी ने साक्षात्कार के लिए डैरेन विल्सन को $500,000 का भुगतान किया। काले जीवन को नष्ट करना एक आकर्षक अमेरिकी करियर बना हुआ है। #फर्ग्यूसन",FALSE,Hindi,"y'all, i just read that abc paid darren wilson $500k for the interview. destroying black life remains a lucrative american career. #ferguson"
728013148788154368,report: caitlyn jenner will pose nude for sports illustrated URL URL,unverified,English,report: caitlyn jenner will pose nude for sports illustrated URL URL
517003426832453633,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" URL via @nypost",TRUE,English,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" URL via @nypost"
521882110789824512,梅里亚：#isis 正在使用化学武器的迹象。网址 网址,unverified,Chinese,meria: signs #isis is using chemical weapons. URL URL
520265722967375872,सूत्र का कहना है कि किम जोंग उन के पैर में चोट लग सकती है - लेकिन वह अभी भी उत्तर कोरिया के नियंत्रण में हैं: यूआरएल यूआरएल,unverified,Hindi,"kim jong un may have an injured leg - but he is still in control of north korea, source says: URL URL"
693107789007339521,我们的女儿应该和儿子做同样的工作，得到同样的报酬。时期。网址 网址,non-rumor,Chinese,our daughters should get paid the same as our sons for doing the same work. period. URL URL
727116900983934976,. @americanfamassc के बहिष्कार के शुरुआती दिनों में @target स्टॉक में गिरावट आई। यूआरएल,unverified,Hindi,. @target stock plunges in early days of @americanfamassc boycott. URL
535484342785830912,万磁王与科学成人：我们让一个“磁性”的俄罗斯孩子与一位成年科学家对决。网址 网址,unverified,Chinese,magneto boy v science adult: we pit a 'magnetic' russian child against a grown-up scientist. URL URL
693452449173086210,研究发现女孩在学校的表现优于未来雇主 URL URL,non-rumor,Chinese,study finds girls outperforming future employers in school URL URL
