,id,text,label,language
352,504448356584677377,"nhl expansion – four teams added by 2017, quebec city, toronto, seattle, and las vegas $1.4b in expansion fees",false,Chinese
353,554722567224049664,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",true,Chinese
354,525408908484280321,dogs of canadian reservist killed at national war memorial wait for him to return home URL URL,true,Hindi
355,688520025754304512,"thanks to the #irandeal, iran's four pathways to a nuclear weapon have been blocked → URL URL",non-rumor,Chinese
356,707405809181917184,"bachmann: obama ""classless"" for missing nancy reagan’s funeral URL URL",unverified,Hindi
357,80080680482123777,seriously? racist mcdonald’s sign is obviously a hoax - URL,false,Chinese
358,716451800581279744,"it's official, @berniesanders actually won nevada today. came down to 2 factors. 1. enthusiasm 2. organization URL",unverified,English
359,507918114567499776,"al-shabaab leader ahmed abdi godane killed in monday's u.s. airstrike in somalia, pentagon says. URL",true,Chinese
360,571052823665704960,do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL,false,Hindi
361,532199717594497024,no baes allowed: a chick-fil-a manager bans 22 hip words URL URL,false,English
362,524757333608394752,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL,true,English
363,553549686129561600,update: gunman in kosher grocery store is demanding the release of the suspects in #charliehebdo shooting - reports URL,unverified,Hindi
364,516435293235183617,no connection between hong kong protesters and ferguson “hands up don’t shoot” URL URL,unverified,Chinese
365,537377960471166976,"y'all, i just read that abc paid darren wilson $500k for the interview. destroying black life remains a lucrative american career. #ferguson",false,Hindi
366,728013148788154368,report: caitlyn jenner will pose nude for sports illustrated URL URL,unverified,English
367,517003426832453633,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" URL via @nypost",true,English
368,521882110789824512,meria: signs #isis is using chemical weapons. URL URL,unverified,Chinese
369,520265722967375872,"kim jong un may have an injured leg - but he is still in control of north korea, source says: URL URL",unverified,Hindi
370,693107789007339521,our daughters should get paid the same as our sons for doing the same work. period. URL URL,non-rumor,Chinese
371,727116900983934976,. @target stock plunges in early days of @americanfamassc boycott. URL,unverified,Hindi
372,535484342785830912,magneto boy v science adult: we pit a 'magnetic' russian child against a grown-up scientist. URL URL,unverified,Chinese
373,693452449173086210,study finds girls outperforming future employers in school URL URL,non-rumor,Chinese
374,365052155385749505,"revealed: #fukushima leaking radioactive water for ‘2 years’, 300 tons flowing into pacific daily URL",false,Hindi
375,517038566061658114,a new ios 8 bug is deleting users' icloud documents. URL URL,unverified,Hindi
376,516390549012480001,"rt @dangillmor hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image: URL",unverified,Chinese
377,533767270091087872,isis executioner 'jihadi john' reported wounded in air strike URL URL,unverified,Hindi
378,767463109778894848,"a golden send-off. in his final olympics, carmelo anthony becomes the first man to win three hoops gold medals. URL",non-rumor,Chinese
379,692735354240114688,"why the year's most anticipated pop lp, rihanna's 'anti,' is an inward-searching curveball URL URL",non-rumor,Chinese
380,524925730053181440,"shooter still on loose after uniformed soldier shot at #ottawa's war memorial, across road from parliament. mp's being taken out of offices.",unverified,Chinese
381,521821037726797824,breaking: patient being tested for ebola in kansas URL URL,false,Chinese
382,407231591191035904,"paul walker died too fast, i'm furious.. :/",true,English
383,693118410444636161,"after 40-year ban, u.s. starts exporting crude oil URL URL",non-rumor,Hindi
384,532281981795848192,manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL,false,English
385,532928419051622400,islamic state releases audio it says is of leader abu bakr al-baghdadi days after reports he was killed or injured URL,unverified,Chinese
386,729647367457230850,leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error URL URL,unverified,Hindi
387,693718533239365633,1 billion young people will start work in the next decade—only 40% in jobs that now exist URL URL,non-rumor,English
388,489974591985840128,ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL,false,Hindi
389,544457299667202048,#rtlny: because a stuyvesant senior made $72 million trading stocks on his lunch break URL URL,false,Chinese
390,693087256727388161,maoist cult leader aravindan balakrishnan jailed for 23 years for string of sex assaults in london URL,non-rumor,Chinese
391,761027420849745920,"after two weeks, thousands of gravity falls fans completed this global scavenger hunt URL URL",non-rumor,Hindi
392,516358319317852160,hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. via @mrmedina URL,unverified,English
393,727966590084485120,.@caitlyn_jenner will reportedly pose nude for sports illustrated URL URL,unverified,Hindi
394,366025766183514112,japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL,false,Chinese
395,682548344690970624,live: follow the #nye2016 celebrations around the world. currently live from sydney: URL URL,non-rumor,English
396,527295015643394048,jose canseco accidentally shot himself in the hand at his las vegas home URL URL,true,Hindi
397,767355611277168642,"amid the chaos of winning gold, @neymarjr found a moment with his son. URL",non-rumor,Hindi
398,553575232867672064,more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: URL,unverified,Hindi
399,562387516964491265,"the way we live is social, connecting people and information all over the world. shouldn't we work the same way? URL",true,Hindi
400,688096910217879554,".@potus's favorite movie of the year? hint: he loves saying ""science the heck out of this thing"" #youtubeasksobama URL",non-rumor,English
401,693554007785234432,"one person dead, many taken to hospital after shootings, stabbing at denver coliseum, police say. URL",non-rumor,English
402,693537938425171968,"when an iowa man asked ted cruz an uncomfortable question, the room went silent URL URL",non-rumor,Hindi
403,554979642210549760,mozambique death toll rises to 72 from beer believed to have been poisoned with crocodile bile: URL,false,Hindi
404,716439952922312704,we officially won clark county (70% of the population of nevada) and washoe county +5/6 for @berniesanders -4 for hillary #bernietakesnevada,unverified,Chinese
405,516705572373397504,fierce fighting reported on the outskirts of baghdad as isis jihadists fight one mile from western city boundary. so much for airstrikes.,unverified,Chinese
406,516425769560866817,hong kong's pro-democracy protesters use 'hands up don't shoot' symbol of #ferguson via @gettyimages #occupycentral URL,unverified,Chinese
407,692047663211085825,have you seen our exclusive @batmanvsuperman pics yet? URL URL,non-rumor,English
408,757748522481491968,tim kaine & his besties the muslim brotherhood URL #demsinphilly #dncconvention URL,unverified,Hindi
409,407170443443859456,"r.i.p. roger rodas, the ceo/racer who died with paul walker yesterday. he was originally from santa ana, el salvador.",true,Hindi
410,514308277803294721,#hiphop #rap #news apple to shut down beats music streaming service: insiders at beats and apple sa... URL @djscrill,unverified,English
411,544512910538838016,"update: hostages fleeing #sydney cafe held by iranian gunman as explosions, gunshots are heard: URL",unverified,English
412,762775964224847872,watch @potus and @flotus share their favorite olympic memories—and cheer on #teamusa: URL URL,non-rumor,Hindi
413,521770744855134208,"#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني @barackobama #un URL",unverified,Hindi
414,524940659778920448,attack on parliament: soldier shot; gunman on the loose. follow our developing story: URL URL,unverified,Hindi
415,500278045597368320,urgent: darren wilson is the police officer who shot mike brown URL #ferguson URL,unverified,English
416,544523550519218176,meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor URL,unverified,Chinese
417,692374052082708480,report: spider URL,non-rumor,Chinese
418,499368931367608320,"currently the #foxnews website has zero, repeat, zero coverage of the #ferguson protests, probably due to lack of cowboy hats.",unverified,Chinese
419,407176873605865472,new info on the crash that killed paul walker URL #rippaulwalker,true,English
420,544514570367168512,#sydneysiege: latest video of hostages escaping. URL,unverified,Hindi
421,334722003057647616,this is just about the weirdest fetish i've ever heard of. what was he thinking of? (via @elvis717) URL,false,Hindi
422,527162170531151872,a puppy-sized spider was found in south america and is now known as the 'south american goliath birdeater.' URL,true,Hindi
423,455525437351800832,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!,false,Hindi
424,526757033186697216,"female peshmerga warrior rehana - credited with killing 100 isis scumbags - reportedly captured, beheaded #rip URL",unverified,Chinese
425,407262953533353984,late actor paul walker's admirable history of organizing & participating in international disaster relief missions: URL,true,English
426,524967711492014080,canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead URL,true,Chinese
427,691410231549530112,deadline to enroll for 2016 health coverage is almost here—sign up by jan. 31: URL #getcovered URL,non-rumor,Hindi
428,527947775905103872,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale. URL URL,true,Hindi
429,553136604882014208,‘banksy’ instagram tribute to #charliehebdo victims not posted by artist URL (pic: lucille clerc) URL,false,English
430,524961908903149568,"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL",true,Hindi
431,763738618573623297,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... URL,unverified,English
432,427725166127226881,"eric lawson, former 'marlboro man' in cigarette ads dies of smoking-related disease URL URL",true,Chinese
433,689236842454106113,i believe we’ve got to take steps to modernize our unemployment insurance system. —@potus URL URL,non-rumor,Hindi
434,470025166760980483,where is michelle obama’s hashtag for meriam ibrahim? she’s pregnant and sentenced to die URL URL,false,English
435,706665777332621314,".@berniesanders: in 2016, ""we will end institutional racism and reform a broken criminal justice system.” #demdebate",unverified,Hindi
436,436160836524965891,nestlé usa has issued a recall of hot pockets. see the varieties affected: URL,true,Hindi
437,524948703850029056,breaking news: ottawa police confirm at least 3 separate shooting sites and multiple suspects - URL,true,English
438,387031585834278912,obama has shut down amber alert website to find missing children but still has fuel economy website up URL,false,Chinese
439,691600834707247104,top snowfall totals by state #blizzard2016 URL,non-rumor,English
440,524946179390701568,latest update: attacker shot dead in parliament after soldier shot at national war memorial URL URL,true,Hindi
441,685232704774787072,traffic camera accidentally snaps beautiful photo of a snowy owl — URL URL,non-rumor,English
442,519530210795216896,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL",true,Chinese
443,504244627680272384,cnn: new audio reveals 10 shots fired at michael brown. cluster of 6... a pause... and then 4 more URL,true,Hindi
444,728631482722308096,afa' rios: target's transgender bathroom policy is 'push from the left to deconstruct the family' URL via @breitbartnews,unverified,Hindi
445,684118654418419712,"dammit, janet! fox’s rocky horror picture show casts @victoriajustice URL URL",non-rumor,English
446,550131732805328896,"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" URL #leelahalcorn",unverified,English
447,711994705333112832,keith richards 'once pulled a knife on donald trump' says rolling stones' ex-event promoter URL URL,unverified,Hindi
448,689555819059351552,so-called islamic state's propaganda magazine confirms british militant known as jihadi john died in november URL,non-rumor,Chinese
449,507354546041925632,betty white is victim of death hoax after fans misread satirical story about 92-year-old's dye job URL,false,Chinese
450,524291188422356993,adam we should do a test with this spider! ...adam? URL URL,true,English
451,693676692309700609,an unexpected bond has developed between damaged parrots and traumatized veterans URL URL,non-rumor,Chinese
452,693160939802214400,"first on cnn: @tommychong wants @berniesanders for next ""commander in kush"" URL URL",non-rumor,English
453,505657661120348163,"15 year old ""swatter"" got 25 years URL",false,Hindi
454,534303066867367937,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",false,English
455,741995157969592321,"orlando shooter, muslim, omar mateen was a registered democrat. URL",unverified,Chinese
456,766808183696351233,"laziness is a trait in blacks-trump, according to former president of trump plaza hotel and casino @vitico46 URL",unverified,English
457,516545908813475841,"#hongkong’s protesters are using the “hands up, don’t shoot” gesture from #ferguson URL URL",unverified,Chinese
458,522692223952228353,passenger waiting for flight at washington airport isn't taking any risks URL URL,unverified,Chinese
459,691700082601758720,ted cruz is by far the most consistent conservative in that crowd. URL | ap photo URL,non-rumor,Hindi
460,500347114975944705,new link: #ferguson police release video they say shows a robbery involving #michaelbrown: URL URL,unverified,English
461,554597409351671808,police chief investigating #charliehebdo reportedly killed himself while preparing report on terror attack... hmm... URL,false,Hindi
462,544567299102244864,high school student reportedly makes 72 million on stock market. URL @wallstreet @stuyvesanthigh URL,false,Hindi
463,692056985513123840,"no evidence found of gunfire at naval medical center san diego, but building search continues, military says. URL",non-rumor,English
464,348209998565879810,"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel.""",false,English
465,504652021601800193,#icebucketchallenge donations exceed $94 million. thank you for your support! URL,false,Chinese
466,692423131726749697,"today marks 71 yrs since the liberation of auschwitz, “city of death” URL #holocaustmemorialday URL",non-rumor,English
467,692581635594694658,icymi: mammoth bones from the ice age were unearthed at oregon state's football stadium. URL URL,non-rumor,Hindi
468,534678919656775680,"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL",false,Chinese
469,407181813174788096,paul walker's co-stars take to twitter to share their condolences following his death URL #rippaulwalker #teampw,true,Hindi
470,686421576904916992,sister ❤️ @kyliejenner @kourtneykardash at the #instyleglobes bash #goldenglobes URL,non-rumor,English
471,538412662858588160,"mike brown murder trial witness, #deandrejoshua fatally shot & set on fire after verdict #deandrejoshua URL",false,Hindi
472,653285570383335424,5p!!! hell no!!!!!! #5pbagcharge 😵😵 URL,unverified,English
473,692854695262445568,"erm, will, that's not quite what we asked. let us know where you stand on #batman and #superman with '#empirebvs'. URL",non-rumor,Hindi
474,407182466613792768,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows URL URL",true,Hindi
475,500308076004929537,"possible ""robbery"" took place and bam! like magic it's as if another unarmed black youth being murdered has been forgotten #smh #ferguson",unverified,Chinese
476,407176055657484289,"the last photo of paul walker, taken just before the crash that killed him. rip URL",true,English
477,515918632178577408,groundbreaking female pilot who bombed #isis is now disowned by her family: URL URL,false,Chinese
478,525040836757958657,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL",true,Hindi
479,693533469922693120,"still sobbing over @onedirection's #1dhistoryvideo, hbu? URL URL",non-rumor,English
480,692734579141185536,"oracle is finally killing, java. rest in hell, java. URL URL",non-rumor,Hindi
481,516414874348298240,"the globalisation of civil disobedience: #hongkong's protesters use the #ferguson ""hands up, don't shoot"" gesture. URL",unverified,English
482,532297096356167680,so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL,true,Chinese
483,91728807081426944,"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!",false,Chinese
484,524950507023245313,listen to our live special coverage of parliament hill shooting here URL URL,true,Chinese
485,765141361033109504,man who died after being shot with taser by police in shropshire believed to be ex-football star dalian atkinson URL,non-rumor,Hindi
486,532559937269166080,"bruh, just chill. did you see the slang words this chick-fil-a manager banned? URL URL",false,Hindi
487,544306719686656000,"us evacuated consulate in sydney after #sydneysiege. emergency warning to u.s. citizens urging them to ""maintain high level of vigilance"".",unverified,Hindi
488,525009850104037376,#kevinvickers hailed as hero who took down attacker at parliament hill URL #ottawashooting URL,true,Hindi
489,407269894938718208,tmz posted this two days before paul walker died ..... #illuminati URL,true,Hindi
490,538851683141304320,lots of tweets that darren wilson paid by abc for interview. abc told @brianstelter not true & i've seen no credible reporting to contrary,false,English
491,514062859987595264,florida woman surgically adds third breast in bid to become reality tv star URL URL,false,Chinese
492,387006700609228801,really? amber alert website goes dark under government shutdown URL,false,English
493,534364937939062784,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",false,Chinese
494,514451906211893248,oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd,true,Chinese
495,489812926828924928,"#mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says URL URL",false,Chinese
496,407177474788057088,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,true,Hindi
497,684878165714563072,"as of january 12th, microsoft will no longer support internet explorer 8, 9 or 10. URL",non-rumor,Chinese
498,495366618818830336,#riphulkhogan my heart is ripping like your shirt. wwe'll miss you.,false,Chinese
499,514109888138842113,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",true,Chinese
500,533811170889568256,uk jihadi john is 'wounded in us airstrike on secret bunker meeting of isis high command' URL URL,unverified,English
501,539254751343681536,@jjauthor @fingersflying @peddoc63 @chucknellis @waynebogda what happens to witnesses! URL URL,false,Chinese
502,524958992330522624,"police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa URL URL",true,Hindi
503,687617735833026560,"he was severus snape. he was the sheriff of nottingham. he was alexander dane. he was, of course, hans gruber. we are devastated.",non-rumor,English
504,693658242044542976,stephen curry is taking—and making—more absurdly long 3-pointers than ever. URL via @wsjsports URL,non-rumor,English
505,489818014364086273,#mh17 is believed shot down with old soviet-built buk surface-to-air missile system. URL URL,false,Chinese
506,436215971272212480,"talking angela is a hacker ""he's a kidnapper"" ""he watches u through ur camera"" ""he asks about ur personal life"" URL",false,Hindi
507,521788572933062657,now kurds are being killed by the chemical weapons of isis what more excuses do you have to not help us? #kobane URL,unverified,English
508,500394061887709184,"the press conf makes #ferguson pd look like they've gone from stonewalling to counter punching. we give up a name, we drag his thru the mud.",unverified,Hindi
509,687639526282498049,"congratulations, jennifer lawrence! URL #oscarnoms #oscars URL",non-rumor,Chinese
510,427652211414274048,ex-marlboro man dies from smoking-related disease... URL,true,English
511,387006553124896768,"barack obama has doj shut down the amber alert system...so, we can add dead kids to the lengths he's is willing to go in his shutdown game.",false,Chinese
512,692463948076093440,some #wednesdaywisdom from #thelionking 🌟 URL,non-rumor,Hindi
513,500279160795721728,"question for #ferguson police chief? if officer darren wilson was in pursuit of a robbery suspect, why tell kids to get out of the road? lie",unverified,Hindi
514,509478961705807872,microsoft to buy mojang for $2 billion - report. deal to be finalised as early as this week. URL URL,true,English
515,692391757775028228,.@justinbieber and @kendalljenner strip down for their new @calvinklein ads: URL 😍 URL,non-rumor,Hindi
516,538137715293061120,afghan woman 'kills 25 taliban' militants after son shot dead URL URL,unverified,Hindi
517,544154048950435840,today's cover: meet the teen who's made $72 million trading stocks on his lunch breaks URL URL,false,Chinese
518,372914976102834176,"fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land URL",false,English
519,560187970389819392,islamic tribunal using sharia law in texas has been confirmed URL @breitbartnews #a4a URL,false,Chinese
520,563117355254161408,".@eamaddennfl successfully predicted the final score of #sb49. yes, it's true: URL URL",true,English
521,534409916560461825,a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL,false,Hindi
522,693822949456007169,"german forest ranger finds that trees have social networks, too URL URL",non-rumor,Chinese
523,727834854931435522,evidence destroyed? campaign made payments to hard drive and document destruction company URL #makeamericagreatagain,unverified,Hindi
524,528495998537334785,"after an absence of 65 years, the afghan fanged deer has returned URL URL",true,English
525,562090534945431552,'madden 15' predicted the patriots would win 28-24. which is exactly what happened. URL,true,Hindi
526,503610065769598976,#breaking: suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL via @israelbreaking,unverified,English
527,692881863644282880,"paul kantner, founding member of jefferson airplane, dies at 74, publicist says - san francisco gate URL",non-rumor,Hindi
528,692924229017309184,the real takeaway from the #gopdebate? this ted cruz snub. URL,non-rumor,English
529,516386101766782976,"some authoritarian americans are pissed that i'm helping this hong kong ""hands up, don't shoot"" picture go viral: URL",unverified,Hindi
530,740791134146965504,dear @hillaryclinton you're not the 1st woman presidential candidate. victoria woodhull is. look @realdonaldtrump URL,unverified,English
531,552677176873455616,malia obama wears t shirt of an anti white anti cop rap group. #nypd URL the family that agitates together stays together,false,Hindi
532,688932211714818048,"clinton: ""every single american should be outraged"" by what's happening in flint, mich. #nprdebate",non-rumor,Hindi
533,521769631519092736,#recall iraqi chem weapons gwb lied about? kobani kurds report isis using chem weapons! URL URL,unverified,English
534,524927281048080385,snipers set up on national art gallery as we remain barricaded in centre block on parliament hill #cdnpoli. URL,unverified,Hindi
535,547101266313089024,oprah: “bill cosby drugged & tried to rape me” 😳😫😱 URL,false,Chinese
536,655812191233417216,when refusing to pay the 5p bag charge backfires URL 😂🙈,unverified,Hindi
537,688814621034213376,al arabiya television station says three americans have reportedly been kidnapped in baghdad in iraq,non-rumor,Chinese
538,529088963420909569,seriously?! i must be doing good in life. more fake #fluffydied shit popping up. URL,false,English
539,528822281972498432,fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL,true,Chinese
540,532246457609244672,vladimir putin’s motorcade as seen from the air. URL URL,false,Hindi
541,566999951449001984,"#assholeoftheday sen. thomas corbin, for saying women are ""a lesser cut of meat"" URL URL",true,Chinese
542,407209131351629824,we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL,true,English
543,692453106622275585,chat about @mtvteenwolf with @mandaaabearr + @kaitiii URL,non-rumor,Chinese
544,690145844318834689,happy #nationalhugday URL,non-rumor,English
545,514512849876836352,don't put your iphone 6 in your pocket y'all URL URL,false,Hindi
546,553164985460068352,the #charliehebdo attack suspects have reportedly fired shots while robbing a petrol station URL URL,unverified,Hindi
547,497073936077959169,#breaking: justin bieber thwarts bear attack!! URL URL,false,Hindi
548,543436472842334209,obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL,unverified,English
549,524928878075457536,soldier shot at national war memorial in ottawa URL URL,true,Chinese
550,407212665350942720,'fast and furious' cast mourns paul walker's death URL,true,Chinese
551,689100941119848449,"morocco says it has arrested a belgian national linked to men who carried out paris attack, in which 130 people died URL",non-rumor,English
552,767444114229059584,"halftime in rio. usa: 52 serbia: 29 kevin durant: 24 we see you, kd. URL",non-rumor,English
553,535315394127728641,raven symone blasts bill cosby rape story URL URL,false,Hindi
554,523535962962280448,"currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson!!!!!! cars are turning around! #fergusonoctober",false,English
555,352075672543428608,"paula deen moves to have discrimination suit dismissed. just in time for her new book ""how to cook a jew"".",false,Chinese
556,525040767317082113,"more: ottawa shootings suspect identified as michael zehaf-bibeau, 32; unclear if there are other shooters: URL",true,Chinese
557,670380354822348801,they left syria in 2013 for a camp in jordan and arrived in detroit last week. their story URL URL,non-rumor,English
558,689208632148365314,"eagles guitarist glenn frey has died, the band announces URL",non-rumor,Hindi
559,693629498177253376,"kate winslet and leonardo dicaprio #sagawards embrace, we repeat kate and leo sag awards embrace. ❤ URL",non-rumor,Hindi
560,553186555150749696,"it ain't banksy! meet @lucilleclerc, artist behind the iconic #charliehebdo pencil tribute URL URL",false,English
561,509464457836511232,"apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o",true,English
562,690680310061756416,"five people killed and two others seriously wounded in school shooting in western canada, pm justin trudeau says URL",non-rumor,English
563,554958414905094144,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",true,English
564,514468018970034176,iphone 6 plus users are sitting on and bending their enormous new phones URL,false,Chinese
565,407192027714322432,hard to believe paul walker died yesterday. no more fast & furious. way too young. #rip URL,true,Hindi
566,724348906096590849,"340,000 pledge to boycott @target over transgender bathroom policy URL URL",unverified,Hindi
567,553505242554175489,"suspects in #charliehebdo attack spoke to police by phone and said they wanted to die as martyrs, says french mp. URL",unverified,Chinese
568,500378522788315137,#ferguson police: officer involved in fatal shooting of michael brown didn't know he was suspect in alleged robbery. URL,unverified,English
569,387041762331471872,obama keeps michelle's URL site running despite the shutdown but URL is shutdown because? #spitehouse,false,English
570,510908595144519680,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,true,Hindi
571,407229989902225408,his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL,true,Hindi
572,524951893467234304,"cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa URL no report soldier dead. #ottawashooting",true,English
573,519447199164665856,"43 missing students, a mass grave and a suspect: mexico’s police URL",false,Chinese
574,524976106861236226,"man who saw gunman shoot canadian soldier at war memorial says shooter ""raised his arms in triumph"": URL",true,Hindi
575,531733274968989696,"reports that is leader abu bakr al-baghdadi was wounded in a coalition air strike are ""unconfirmed"" - us defense sec john kirby #r4today",unverified,English
576,692840850141753347,james mcavoy makes that another vote for #batman. do you agree? let us know with '#empirebvs'. URL,non-rumor,Hindi
577,764505291853627392,"rip kenny baker, the actor behind legendary star wars droid r2-d2: URL URL",non-rumor,English
578,514081464171102208,a florida woman had surgery to give herself a third boob: URL URL,false,English
579,386998038004113409,this is a new low. obama spent money to close natl parks but shut down the amber alert website. look for yourself: URL,false,English
580,689833530197671936,it's official. 2015 was officially the hottest year ever. and 2016 will be even hotter URL URL,non-rumor,Chinese
581,407233172380733441,paul walker's last pic before his death in car accident :'( #rip #paulwalker URL,true,Hindi
582,504243239084236800,"new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. URL",true,English
583,509466295344304129,microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL,true,Hindi
584,508002575858561024,"pentagon confirms ahmed abdi godane, a leader of the al shabaab islamist group, was killed in a u.s. airstrike: URL",true,Hindi
585,525032872647065600,"breaking: michael zehaf-bebeau had been designated ""high-risk traveller"" by cdn govt, which confiscated his passport URL",unverified,Hindi
586,489867900296368129,"pro-russian rebel leader in leaked audio: ""cossacks"" shot down the plane URL #mh17 URL",false,Chinese
587,522453569702989824,passenger wears personal protective equipment (ppe) for flight at dulles #ebola URL URL,unverified,Chinese
588,369506008172740608,fukushima nuclear plant leaking 300 tons of radioactive water into the pacific every day: URL,false,Hindi
589,407206094747209728,r.i.p to roger rodas who died alongside paul walker URL,true,English
590,510916464631889920,islamic state video purports to show beheading of british hostage david haines; officials can't confirm- @dailymirror URL,true,English
591,717081129627553792,"this is kenny, the tiger with down syndrome. this proves you don't have to perfect to be beautiful ❤️ URL",unverified,Hindi
592,693524179597955072,ben simmons could be 1st sec player since shaq to average a 20-10. t-minus 2 hours till he faces no. 1 ou on espn. URL,non-rumor,English
593,755548076438196225,"colombus, ohio police officer served sandwich with shards of glass. URL",unverified,Hindi
594,534461459938304001,17yr old @kyliejenner says she pregnant by 24yr old rapper @tyga (full video) ➡️ URL URL,false,Hindi
595,692927739066740741,study: 90% of workplace injuries caused by bare-knuckle boxing URL URL,non-rumor,Chinese
596,697992796565741569,nevada focus group of #pbsdebate says @berniesanders won tonight's debate by a 25 to 9 margin.,unverified,Hindi
597,723644048867774464,niagara falls turned purple on the day prince died: URL URL,unverified,Hindi
598,513437031020916738,'sean combs hoax: puff daddy arrested in tupac shakur murder totally fake; p diddy is ok' URL URL,false,Hindi
599,524263570985340928,goliath encounter: puppy-sized spider surprises scientist in rainforest @beargrylls @midnight URL URL,true,English
600,524941504796962816,"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial URL URL",true,Chinese
601,531498841158082562,isis confirms: leader al-baghdadi wounded in u.s. airstrike URL URL,unverified,English
602,489800427152879616,malaysia airlines says it lost contact with plane that was flying in ukrainian airspace URL URL,false,Hindi
603,524941041301225472,a canadian soldier has been shot at the country's national war memorial near parliament. URL URL,true,Hindi
604,693239731031683072,he's 17 and can squat 875(!) pounds. joseph pena is not of this world. URL,non-rumor,English
605,568075025418317826,uk #krispykreme apologizes for 'kkk wednesday' customer promo. URL URL,true,Chinese
606,758825535480864769,hillary clinton is lying. clinton is not first woman nominated for president. it was victoria woodhull in 1872. to … URL,unverified,Chinese
607,514517470238240768,and here's a guy bending an iphone 6 plus with his bare hands URL URL,false,Chinese
608,387021726007042051,cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown,false,Chinese
609,295944137948151809,a photo of black nurses saving the life of a kkk member. URL,false,Hindi
610,640118021101604864,the insane reason why chinese drivers intentionally kill pedestrians they hit — via @slate URL URL,unverified,English
611,547587399728267264,"viral video: prankster @joshpalerlin gave homeless man $100, was shocked by results URL URL",unverified,Chinese
612,553501357156876290,"#charliehebdo suspects ""prepared to die as martyrs"", they tell police after making contact - french media URL",unverified,Hindi
613,500354773133299713,"in 2009, #ferguson police beat a man and charged him for bleeding on them: URL",unverified,Chinese
614,752875379765968897,"ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint.",unverified,Chinese
615,524988712367955970,"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL",true,Hindi
616,524152657783820288,graffiti artist banksy arrested in london; identity revealed - national report | national report URL via @wpusta,false,Chinese
